FIPS Code,State and area,Year,Month,Civilian non-institutional population,Total,Percent of population,EmploymentTotal,Percent of population,UnemploymentTotal,UnemplotmentRate
51,Virginia,2019,10,"6,735,040   ","4,485,322   ",66.6   ,"4,373,249   ",64.9   ,"112,073   ",2.5   
53,Washington,2019,10,"6,056,196   ","3,981,489   ",65.7   ,"3,832,169   ",63.3   ,"149,320   ",3.8   
54,West Virginia,2019,10,"1,451,758   ","804,786   ",55.4   ,"769,316   ",53.0   ,"35,470   ",4.4   
55,Wisconsin,2019,10,"4,679,495   ","3,130,294   ",66.9   ,"3,043,088   ",65.0   ,"87,206   ",2.8   
56,Wyoming,2019,10,"448,284   ","296,733   ",66.2   ,"286,322   ",63.9   ,"10,411   ",3.5   
1,Alabama,2019,11,"3,946,542   ","2,279,755   ",57.8   ,"2,218,775   ",56.2   ,"60,980   ",2.7   
2,Alaska,2019,11,"544,814   ","350,059   ",64.3   ,"332,022   ",60.9   ,"18,037   ",5.2   
4,Arizona,2019,11,"5,581,906   ","3,481,074   ",62.4   ,"3,322,725   ",59.5   ,"158,349   ",4.5   
5,Arkansas,2019,11,"2,335,846   ","1,368,340   ",58.6   ,"1,327,739   ",56.8   ,"40,601   ",3.0   
6,California,2019,11,"31,092,162   ","19,562,126   ",62.9   ,"18,821,270   ",60.5   ,"740,856   ",3.8   
37,Los Angeles County,2019,11,"8,058,160   ","5,240,587   ",65.0   ,"5,026,698   ",62.4   ,"213,889   ",4.1   
8,Colorado,2019,11,"4,544,977   ","3,124,830   ",68.8   ,"3,049,813   ",67.1   ,"75,017   ",2.4   
9,Connecticut,2019,11,"2,915,563   ","1,964,776   ",67.4   ,"1,908,231   ",65.4   ,"56,545   ",2.9   
10,Delaware,2019,11,"786,990   ","484,262   ",61.5   ,"468,581   ",59.5   ,"15,681   ",3.2   
11,District of Columbia,2019,11,"563,861   ","403,244   ",71.5   ,"385,486   ",68.4   ,"17,758   ",4.4   
12,Florida,2019,11,"17,362,730   ","10,312,679   ",59.4   ,"10,021,619   ",57.7   ,"291,060   ",2.8   
13,Georgia,2019,11,"8,244,474   ","5,180,950   ",62.8   ,"5,019,552   ",60.9   ,"161,398   ",3.1   
15,Hawaii,2019,11,"1,124,680   ","687,298   ",61.1   ,"673,040   ",59.8   ,"14,258   ",2.1   
16,Idaho,2019,11,"1,396,148   ","899,408   ",64.4   ,"874,107   ",62.6   ,"25,301   ",2.8   
17,Illinois,2019,11,"10,123,998   ","6,543,128   ",64.6   ,"6,334,466   ",62.6   ,"208,662   ",3.2   
18,Indiana,2019,11,"5,273,897   ","3,405,903   ",64.6   ,"3,298,437   ",62.5   ,"107,466   ",3.2   
19,Iowa,2019,11,"2,492,940   ","1,759,955   ",70.6   ,"1,721,218   ",69.0   ,"38,737   ",2.2   
20,Kansas,2019,11,"2,244,771   ","1,508,355   ",67.2   ,"1,467,645   ",65.4   ,"40,710   ",2.7   
21,Kentucky,2019,11,"3,521,301   ","2,083,039   ",59.2   ,"2,011,521   ",57.1   ,"71,518   ",3.4   
22,Louisiana,2019,11,"3,585,773   ","2,125,278   ",59.3   ,"2,025,800   ",56.5   ,"99,478   ",4.7   
23,Maine,2019,11,"1,123,092   ","701,098   ",62.4   ,"682,308   ",60.8   ,"18,790   ",2.7   
24,Maryland,2019,11,"4,855,388   ","3,352,323   ",69.0   ,"3,241,530   ",66.8   ,"110,793   ",3.3   
25,Massachusetts,2019,11,"5,737,474   ","3,818,467   ",66.6   ,"3,721,995   ",64.9   ,"96,472   ",2.5   
26,Michigan,2019,11,"8,058,851   ","4,968,961   ",61.7   ,"4,809,946   ",59.7   ,"159,015   ",3.2   
27,Minnesota,2019,11,"4,466,732   ","3,142,723   ",70.4   ,"3,047,338   ",68.2   ,"95,385   ",3.0   
28,Mississippi,2019,11,"2,280,940   ","1,278,817   ",56.1   ,"1,214,051   ",53.2   ,"64,766   ",5.1   
29,Missouri,2019,11,"4,822,220   ","3,081,121   ",63.9   ,"2,994,725   ",62.1   ,"86,396   ",2.8   
30,Montana,2019,11,"858,755   ","545,114   ",63.5   ,"526,388   ",61.3   ,"18,726   ",3.4   
31,Nebraska,2019,11,"1,498,271   ","1,054,770   ",70.4   ,"1,026,169   ",68.5   ,"28,601   ",2.7   
32,Nevada,2019,11,"2,428,378   ","1,559,577   ",64.2   ,"1,503,271   ",61.9   ,"56,306   ",3.6   
33,New Hampshire,2019,11,"1,133,886   ","777,823   ",68.6   ,"759,745   ",67.0   ,"18,078   ",2.3   
34,New Jersey,2019,11,"7,368,303   ","4,730,636   ",64.2   ,"4,578,950   ",62.1   ,"151,686   ",3.2   
35,New Mexico,2019,11,"1,650,790   ","973,693   ",59.0   ,"927,593   ",56.2   ,"46,100   ",4.7   
36,New York,2019,11,"16,245,245   ","9,883,688   ",60.8   ,"9,529,816   ",58.7   ,"353,872   ",3.6   
51000,New York city,2019,11,"7,105,287   ","4,292,278   ",60.4   ,"4,143,417   ",58.3   ,"148,861   ",3.5   
37,North Carolina,2019,11,"8,167,402   ","5,026,660   ",61.5   ,"4,845,534   ",59.3   ,"181,126   ",3.6   
38,North Dakota,2019,11,"594,045   ","411,432   ",69.3   ,"404,588   ",68.1   ,"6,844   ",1.7   
39,Ohio,2019,11,"9,311,911   ","5,908,977   ",63.5   ,"5,683,988   ",61.0   ,"224,989   ",3.8   
40,Oklahoma,2019,11,"3,023,032   ","1,850,932   ",61.2   ,"1,794,781   ",59.4   ,"56,151   ",3.0   
41,Oregon,2019,11,"3,415,980   ","2,094,729   ",61.3   ,"2,035,316   ",59.6   ,"59,413   ",2.8   
42,Pennsylvania,2019,11,"10,423,815   ","6,565,286   ",63.0   ,"6,291,410   ",60.4   ,"273,876   ",4.2   
44,Rhode Island,2019,11,"893,849   ","579,980   ",64.9   ,"560,888   ",62.7   ,"19,092   ",3.3   
45,South Carolina,2019,11,"4,025,026   ","2,308,388   ",57.4   ,"2,253,301   ",56.0   ,"55,087   ",2.4   
46,South Dakota,2019,11,"671,997   ","462,973   ",68.9   ,"451,330   ",67.2   ,"11,643   ",2.5   
47,Tennessee,2019,11,"5,421,206   ","3,355,011   ",61.9   ,"3,248,142   ",59.9   ,"106,869   ",3.2   
48,Texas,2019,11,"21,913,794   ","14,014,958   ",64.0   ,"13,546,713   ",61.8   ,"468,245   ",3.3   
49,Utah,2019,11,"2,385,605   ","1,640,338   ",68.8   ,"1,604,484   ",67.3   ,"35,854   ",2.2   
50,Vermont,2019,11,"533,516   ","357,213   ",67.0   ,"348,629   ",65.3   ,"8,584   ",2.4   
51,Virginia,2019,11,"6,739,304   ","4,467,205   ",66.3   ,"4,358,783   ",64.7   ,"108,422   ",2.4   
53,Washington,2019,11,"6,063,379   ","3,971,301   ",65.5   ,"3,822,388   ",63.0   ,"148,913   ",3.7   
54,West Virginia,2019,11,"1,451,393   ","796,462   ",54.9   ,"760,289   ",52.4   ,"36,173   ",4.5   
55,Wisconsin,2019,11,"4,681,929   ","3,119,545   ",66.6   ,"3,032,694   ",64.8   ,"86,851   ",2.8   
56,Wyoming,2019,11,"448,535   ","296,233   ",66.0   ,"284,657   ",63.5   ,"11,576   ",3.9   
1,Alabama,2019,12,"3,948,677   ","2,275,108   ",57.6   ,"2,211,801   ",56.0   ,"63,307   ",2.8   
2,Alaska,2019,12,"544,765   ","348,979   ",64.1   ,"330,730   ",60.7   ,"18,249   ",5.2   
4,Arizona,2019,12,"5,591,724   ","3,471,870   ",62.1   ,"3,313,941   ",59.3   ,"157,929   ",4.5   
5,Arkansas,2019,12,"2,336,888   ","1,363,433   ",58.3   ,"1,319,484   ",56.5   ,"43,949   ",3.2   
6,California,2019,12,"31,097,199   ","19,493,010   ",62.7   ,"18,742,365   ",60.3   ,"750,645   ",3.9   
37,Los Angeles County,2019,12,"8,055,557   ","5,202,168   ",64.6   ,"4,993,491   ",62.0   ,"208,677   ",4.0   
8,Colorado,2019,12,"4,549,990   ","3,119,114   ",68.6   ,"3,043,817   ",66.9   ,"75,297   ",2.4   
9,Connecticut,2019,12,"2,915,958   ","1,949,340   ",66.9   ,"1,893,790   ",64.9   ,"55,550   ",2.8   
10,Delaware,2019,12,"787,914   ","483,519   ",61.4   ,"467,901   ",59.4   ,"15,618   ",3.2   
11,District of Columbia,2019,12,"564,017   ","400,892   ",71.1   ,"381,478   ",67.6   ,"19,414   ",4.8   
12,Florida,2019,12,"17,381,899   ","10,327,566   ",59.4   ,"10,060,253   ",57.9   ,"267,313   ",2.6   
13,Georgia,2019,12,"8,252,522   ","5,194,510   ",62.9   ,"5,024,051   ",60.9   ,"170,459   ",3.3   
15,Hawaii,2019,12,"1,124,772   ","684,915   ",60.9   ,"673,300   ",59.9   ,"11,615   ",1.7   
16,Idaho,2019,12,"1,399,350   ","898,834   ",64.2   ,"872,695   ",62.4   ,"26,139   ",2.9   
17,Illinois,2019,12,"10,122,415   ","6,506,092   ",64.3   ,"6,290,196   ",62.1   ,"215,896   ",3.3   
18,Indiana,2019,12,"5,276,602   ","3,388,756   ",64.2   ,"3,288,935   ",62.3   ,"99,821   ",2.9   
19,Iowa,2019,12,"2,493,804   ","1,750,146   ",70.2   ,"1,703,615   ",68.3   ,"46,531   ",2.7   
20,Kansas,2019,12,"2,245,561   ","1,500,660   ",66.8   ,"1,460,056   ",65.0   ,"40,604   ",2.7   
21,Kentucky,2019,12,"3,522,371   ","2,079,432   ",59.0   ,"2,005,021   ",56.9   ,"74,411   ",3.6   
22,Louisiana,2019,12,"3,585,647   ","2,100,269   ",58.6   ,"2,005,920   ",55.9   ,"94,349   ",4.5   
23,Maine,2019,12,"1,123,727   ","698,736   ",62.2   ,"680,556   ",60.6   ,"18,180   ",2.6   
24,Maryland,2019,12,"4,857,021   ","3,352,490   ",69.0   ,"3,241,305   ",66.7   ,"111,185   ",3.3   
25,Massachusetts,2019,12,"5,739,529   ","3,812,497   ",66.4   ,"3,712,993   ",64.7   ,"99,504   ",2.6   
26,Michigan,2019,12,"8,060,046   ","4,957,645   ",61.5   ,"4,783,295   ",59.3   ,"174,350   ",3.5   
27,Minnesota,2019,12,"4,469,109   ","3,156,235   ",70.6   ,"3,040,577   ",68.0   ,"115,658   ",3.7   
28,Mississippi,2019,12,"2,280,895   ","1,277,385   ",56.0   ,"1,214,406   ",53.2   ,"62,979   ",4.9   
29,Missouri,2019,12,"4,824,112   ","3,078,308   ",63.8   ,"2,985,158   ",61.9   ,"93,150   ",3.0   
30,Montana,2019,12,"859,687   ","542,953   ",63.2   ,"522,230   ",60.7   ,"20,723   ",3.8   
31,Nebraska,2019,12,"1,499,060   ","1,047,543   ",69.9   ,"1,019,234   ",68.0   ,"28,309   ",2.7   
32,Nevada,2019,12,"2,432,219   ","1,553,436   ",63.9   ,"1,497,006   ",61.5   ,"56,430   ",3.6   
33,New Hampshire,2019,12,"1,134,660   ","777,393   ",68.5   ,"759,225   ",66.9   ,"18,168   ",2.3   
34,New Jersey,2019,12,"7,371,512   ","4,740,907   ",64.3   ,"4,587,325   ",62.2   ,"153,582   ",3.2   
35,New Mexico,2019,12,"1,651,902   ","975,584   ",59.1   ,"929,575   ",56.3   ,"46,009   ",4.7   
36,New York,2019,12,"16,244,544   ","9,883,043   ",60.8   ,"9,527,701   ",58.7   ,"355,342   ",3.6   
51000,New York city,2019,12,"7,103,352   ","4,293,612   ",60.4   ,"4,158,271   ",58.5   ,"135,341   ",3.2   
37,North Carolina,2019,12,"8,175,421   ","4,995,365   ",61.1   ,"4,825,088   ",59.0   ,"170,277   ",3.4   
38,North Dakota,2019,12,"594,261   ","408,967   ",68.8   ,"400,900   ",67.5   ,"8,067   ",2.0   
39,Ohio,2019,12,"9,313,912   ","5,887,861   ",63.2   ,"5,650,656   ",60.7   ,"237,205   ",4.0   
40,Oklahoma,2019,12,"3,024,834   ","1,838,816   ",60.8   ,"1,786,464   ",59.1   ,"52,352   ",2.8   
41,Oregon,2019,12,"3,418,638   ","2,080,215   ",60.8   ,"2,019,460   ",59.1   ,"60,755   ",2.9   
42,Pennsylvania,2019,12,"10,425,767   ","6,536,676   ",62.7   ,"6,254,481   ",60.0   ,"282,195   ",4.3   
44,Rhode Island,2019,12,"894,223   ","577,457   ",64.6   ,"559,041   ",62.5   ,"18,416   ",3.2   
45,South Carolina,2019,12,"4,029,822   ","2,310,716   ",57.3   ,"2,250,218   ",55.8   ,"60,498   ",2.6   
46,South Dakota,2019,12,"672,462   ","459,314   ",68.3   ,"446,368   ",66.4   ,"12,946   ",2.8   
47,Tennessee,2019,12,"5,426,345   ","3,355,837   ",61.8   ,"3,244,224   ",59.8   ,"111,613   ",3.3   
48,Texas,2019,12,"21,943,443   ","13,992,403   ",63.8   ,"13,541,154   ",61.7   ,"451,249   ",3.2   
49,Utah,2019,12,"2,389,917   ","1,633,230   ",68.3   ,"1,595,888   ",66.8   ,"37,342   ",2.3   
50,Vermont,2019,12,"533,736   ","355,788   ",66.7   ,"347,079   ",65.0   ,"8,709   ",2.4   
51,Virginia,2019,12,"6,743,227   ","4,457,431   ",66.1   ,"4,350,632   ",64.5   ,"106,799   ",2.4   
53,Washington,2019,12,"6,070,251   ","3,967,199   ",65.4   ,"3,810,066   ",62.8   ,"157,133   ",4.0   
54,West Virginia,2019,12,"1,450,977   ","794,134   ",54.7   ,"756,309   ",52.1   ,"37,825   ",4.8   
55,Wisconsin,2019,12,"4,684,115   ","3,101,373   ",66.2   ,"3,014,592   ",64.4   ,"86,781   ",2.8   
56,Wyoming,2019,12,"448,761   ","294,330   ",65.6   ,"281,901   ",62.8   ,"12,429   ",4.2   
1,Alabama,2020,1,"3,950,613   ","2,258,939   ",57.2   ,"2,175,167   ",55.1   ,"83,772   ",3.7   
2,Alaska,2020,1,"544,695   ","348,658   ",64.0   ,"328,766   ",60.4   ,"19,892   ",5.7   
4,Arizona,2020,1,"5,601,414   ","3,491,416   ",62.3   ,"3,316,135   ",59.2   ,"175,281   ",5.0   
5,Arkansas,2020,1,"2,337,836   ","1,352,891   ",57.9   ,"1,298,893   ",55.6   ,"53,998   ",4.0   
6,California,2020,1,"31,101,210   ","19,568,824   ",62.9   ,"18,709,851   ",60.2   ,"858,973   ",4.4   
37,Los Angeles County,2020,1,"8,053,271   ","5,247,798   ",65.2   ,"5,010,250   ",62.2   ,"237,548   ",4.5   
8,Colorado,2020,1,"4,554,757   ","3,117,581   ",68.4   ,"3,027,137   ",66.5   ,"90,444   ",2.9   
9,Connecticut,2020,1,"2,916,173   ","1,955,108   ",67.0   ,"1,876,074   ",64.3   ,"79,034   ",4.0   
10,Delaware,2020,1,"788,800   ","481,890   ",61.1   ,"462,094   ",58.6   ,"19,796   ",4.1   
11,District of Columbia,2020,1,"564,120   ","407,446   ",72.2   ,"385,085   ",68.3   ,"22,361   ",5.5   
12,Florida,2020,1,"17,400,392   ","10,338,235   ",59.4   ,"10,033,211   ",57.7   ,"305,024   ",3.0   
13,Georgia,2020,1,"8,260,162   ","5,208,241   ",63.1   ,"5,013,788   ",60.7   ,"194,453   ",3.7   
15,Hawaii,2020,1,"1,124,810   ","691,136   ",61.4   ,"675,273   ",60.0   ,"15,863   ",2.3   
16,Idaho,2020,1,"1,402,465   ","898,767   ",64.1   ,"865,381   ",61.7   ,"33,386   ",3.7   
17,Illinois,2020,1,"10,120,391   ","6,485,731   ",64.1   ,"6,218,669   ",61.4   ,"267,062   ",4.1   
18,Indiana,2020,1,"5,279,090   ","3,381,764   ",64.1   ,"3,259,077   ",61.7   ,"122,687   ",3.6   
19,Iowa,2020,1,"2,494,569   ","1,745,599   ",70.0   ,"1,687,808   ",67.7   ,"57,791   ",3.3   
20,Kansas,2020,1,"2,246,210   ","1,497,438   ",66.7   ,"1,449,355   ",64.5   ,"48,083   ",3.2   
21,Kentucky,2020,1,"3,523,351   ","2,061,445   ",58.5   ,"1,970,830   ",55.9   ,"90,615   ",4.4   
22,Louisiana,2020,1,"3,585,322   ","2,092,195   ",58.4   ,"1,984,031   ",55.3   ,"108,164   ",5.2   
23,Maine,2020,1,"1,124,313   ","694,490   ",61.8   ,"670,609   ",59.6   ,"23,881   ",3.4   
24,Maryland,2020,1,"4,858,369   ","3,358,197   ",69.1   ,"3,220,915   ",66.3   ,"137,282   ",4.1   
25,Massachusetts,2020,1,"5,741,315   ","3,805,172   ",66.3   ,"3,671,002   ",63.9   ,"134,170   ",3.5   
26,Michigan,2020,1,"8,060,860   ","4,930,210   ",61.2   ,"4,719,944   ",58.6   ,"210,266   ",4.3   
27,Minnesota,2020,1,"4,471,266   ","3,154,260   ",70.5   ,"3,018,898   ",67.5   ,"135,362   ",4.3   
28,Mississippi,2020,1,"2,280,733   ","1,261,326   ",55.3   ,"1,194,465   ",52.4   ,"66,861   ",5.3   
29,Missouri,2020,1,"4,825,738   ","3,071,552   ",63.6   ,"2,959,995   ",61.3   ,"111,557   ",3.6   
30,Montana,2020,1,"860,571   ","545,426   ",63.4   ,"519,550   ",60.4   ,"25,876   ",4.7   
31,Nebraska,2020,1,"1,499,832   ","1,047,442   ",69.8   ,"1,012,141   ",67.5   ,"35,301   ",3.4   
32,Nevada,2020,1,"2,435,980   ","1,556,207   ",63.9   ,"1,494,529   ",61.4   ,"61,678   ",4.0   
33,New Hampshire,2020,1,"1,135,409   ","777,672   ",68.5   ,"753,286   ",66.3   ,"24,386   ",3.1   
34,New Jersey,2020,1,"7,374,396   ","4,730,674   ",64.1   ,"4,542,100   ",61.6   ,"188,574   ",4.0   
35,New Mexico,2020,1,"1,652,926   ","968,776   ",58.6   ,"917,989   ",55.5   ,"50,787   ",5.2   
36,New York,2020,1,"16,243,219   ","9,944,661   ",61.2   ,"9,525,745   ",58.6   ,"418,916   ",4.2   
51000,New York city,2020,1,"7,101,725   ","4,322,755   ",60.9   ,"4,155,584   ",58.5   ,"167,171   ",3.9   
37,North Carolina,2020,1,"8,183,024   ","4,994,490   ",61.0   ,"4,801,661   ",58.7   ,"192,829   ",3.9   
38,North Dakota,2020,1,"594,463   ","409,174   ",68.8   ,"397,949   ",66.9   ,"11,225   ",2.7   
39,Ohio,2020,1,"9,315,401   ","5,881,953   ",63.1   ,"5,574,902   ",59.8   ,"307,051   ",5.2   
40,Oklahoma,2020,1,"3,026,479   ","1,838,763   ",60.8   ,"1,777,692   ",58.7   ,"61,071   ",3.3   
41,Oregon,2020,1,"3,421,134   ","2,075,747   ",60.7   ,"1,997,041   ",58.4   ,"78,706   ",3.8   
42,Pennsylvania,2020,1,"10,427,171   ","6,539,775   ",62.7   ,"6,206,613   ",59.5   ,"333,162   ",5.1   
44,Rhode Island,2020,1,"894,558   ","572,908   ",64.0   ,"549,544   ",61.4   ,"23,364   ",4.1   
45,South Carolina,2020,1,"4,034,418   ","2,316,459   ",57.4   ,"2,241,798   ",55.6   ,"74,661   ",3.2   
46,South Dakota,2020,1,"672,906   ","455,956   ",67.8   ,"442,219   ",65.7   ,"13,737   ",3.0   
47,Tennessee,2020,1,"5,431,220   ","3,350,509   ",61.7   ,"3,222,214   ",59.3   ,"128,295   ",3.8   
48,Texas,2020,1,"21,972,326   ","13,976,825   ",63.6   ,"13,464,928   ",61.3   ,"511,897   ",3.7   
49,Utah,2020,1,"2,394,038   ","1,637,385   ",68.4   ,"1,591,339   ",66.5   ,"46,046   ",2.8   
50,Vermont,2020,1,"533,915   ","356,304   ",66.7   ,"345,583   ",64.7   ,"10,721   ",3.0   
51,Virginia,2020,1,"6,746,853   ","4,459,449   ",66.1   ,"4,330,887   ",64.2   ,"128,562   ",2.9   
53,Washington,2020,1,"6,076,848   ","3,979,762   ",65.5   ,"3,803,438   ",62.6   ,"176,324   ",4.4   
54,West Virginia,2020,1,"1,450,416   ","794,909   ",54.8   ,"749,431   ",51.7   ,"45,478   ",5.7   
55,Wisconsin,2020,1,"4,686,070   ","3,084,087   ",65.8   ,"2,981,617   ",63.6   ,"102,470   ",3.3   
56,Wyoming,2020,1,"448,927   ","295,194   ",65.8   ,"280,100   ",62.4   ,"15,094   ",5.1   
1,Alabama,2020,2,"3,951,770   ","2,264,171   ",57.3   ,"2,186,086   ",55.3   ,"78,085   ",3.4   
2,Alaska,2020,2,"544,496   ","350,733   ",64.4   ,"331,690   ",60.9   ,"19,043   ",5.4   
4,Arizona,2020,2,"5,609,932   ","3,504,064   ",62.5   ,"3,335,488   ",59.5   ,"168,576   ",4.8   
5,Arkansas,2020,2,"2,338,306   ","1,367,989   ",58.5   ,"1,314,123   ",56.2   ,"53,866   ",3.9   
6,California,2020,2,"31,101,089   ","19,702,612   ",63.4   ,"18,871,964   ",60.7   ,"830,648   ",4.2   
37,Los Angeles County,2020,2,"8,050,254   ","5,265,515   ",65.4   ,"5,038,439   ",62.6   ,"227,076   ",4.3   
8,Colorado,2020,2,"4,558,962   ","3,138,110   ",68.8   ,"3,043,392   ",66.8   ,"94,718   ",3.0   
9,Connecticut,2020,2,"2,915,862   ","1,946,892   ",66.8   ,"1,873,071   ",64.2   ,"73,821   ",3.8   
10,Delaware,2020,2,"789,499   ","482,614   ",61.1   ,"464,446   ",58.8   ,"18,168   ",3.8   
11,District of Columbia,2020,2,"564,131   ","409,582   ",72.6   ,"388,384   ",68.8   ,"21,198   ",5.2   
12,Florida,2020,2,"17,415,035   ","10,372,716   ",59.6   ,"10,110,969   ",58.1   ,"261,747   ",2.5   
13,Georgia,2020,2,"8,266,455   ","5,230,279   ",63.3   ,"5,044,111   ",61.0   ,"186,168   ",3.6   
15,Hawaii,2020,2,"1,124,635   ","691,668   ",61.5   ,"678,053   ",60.3   ,"13,615   ",2.0   
16,Idaho,2020,2,"1,405,372   ","903,233   ",64.3   ,"872,283   ",62.1   ,"30,950   ",3.4   
17,Illinois,2020,2,"10,116,661   ","6,524,908   ",64.5   ,"6,267,540   ",62.0   ,"257,368   ",3.9   
18,Indiana,2020,2,"5,280,681   ","3,387,961   ",64.2   ,"3,265,448   ",61.8   ,"122,513   ",3.6   
19,Iowa,2020,2,"2,494,803   ","1,754,140   ",70.3   ,"1,702,369   ",68.2   ,"51,771   ",3.0   
20,Kansas,2020,2,"2,246,451   ","1,508,496   ",67.2   ,"1,460,118   ",65.0   ,"48,378   ",3.2   
21,Kentucky,2020,2,"3,523,630   ","2,065,765   ",58.6   ,"1,975,838   ",56.1   ,"89,927   ",4.4   
22,Louisiana,2020,2,"3,584,347   ","2,084,757   ",58.2   ,"1,995,614   ",55.7   ,"89,143   ",4.3   
23,Maine,2020,2,"1,124,649   ","696,435   ",61.9   ,"672,006   ",59.8   ,"24,429   ",3.5   
24,Maryland,2020,2,"4,858,861   ","3,376,363   ",69.5   ,"3,237,604   ",66.6   ,"138,759   ",4.1   
25,Massachusetts,2020,2,"5,742,130   ","3,807,300   ",66.3   ,"3,682,097   ",64.1   ,"125,203   ",3.3   
26,Michigan,2020,2,"8,060,147   ","4,924,058   ",61.1   ,"4,735,879   ",58.8   ,"188,179   ",3.8   
27,Minnesota,2020,2,"4,472,643   ","3,167,938   ",70.8   ,"3,036,333   ",67.9   ,"131,605   ",4.2   
28,Mississippi,2020,2,"2,280,139   ","1,268,177   ",55.6   ,"1,201,430   ",52.7   ,"66,747   ",5.3   
29,Missouri,2020,2,"4,826,424   ","3,084,312   ",63.9   ,"2,978,142   ",61.7   ,"106,170   ",3.4   
30,Montana,2020,2,"861,270   ","549,523   ",63.8   ,"525,678   ",61.0   ,"23,845   ",4.3   
31,Nebraska,2020,2,"1,500,312   ","1,053,945   ",70.2   ,"1,020,602   ",68.0   ,"33,343   ",3.2   
32,Nevada,2020,2,"2,439,412   ","1,565,577   ",64.2   ,"1,512,122   ",62.0   ,"53,455   ",3.4   
33,New Hampshire,2020,2,"1,135,900   ","777,514   ",68.4   ,"753,985   ",66.4   ,"23,529   ",3.0   
34,New Jersey,2020,2,"7,376,085   ","4,752,986   ",64.4   ,"4,569,625   ",62.0   ,"183,361   ",3.9   
35,New Mexico,2020,2,"1,653,708   ","973,301   ",58.9   ,"923,195   ",55.8   ,"50,106   ",5.1   
36,New York,2020,2,"16,239,142   ","9,952,764   ",61.3   ,"9,528,776   ",58.7   ,"423,988   ",4.3   
51000,New York city,2020,2,"7,099,401   ","4,362,866   ",61.5   ,"4,195,076   ",59.1   ,"167,790   ",3.8   
37,North Carolina,2020,2,"8,189,154   ","5,038,183   ",61.5   ,"4,853,541   ",59.3   ,"184,642   ",3.7   
38,North Dakota,2020,2,"594,547   ","411,563   ",69.2   ,"400,824   ",67.4   ,"10,739   ",2.6   
39,Ohio,2020,2,"9,315,122   ","5,916,988   ",63.5   ,"5,629,566   ",60.4   ,"287,422   ",4.9   
40,Oklahoma,2020,2,"3,027,571   ","1,838,845   ",60.7   ,"1,779,741   ",58.8   ,"59,104   ",3.2   
41,Oregon,2020,2,"3,423,064   ","2,091,714   ",61.1   ,"2,015,255   ",58.9   ,"76,459   ",3.7   
42,Pennsylvania,2020,2,"10,426,474   ","6,554,756   ",62.9   ,"6,222,050   ",59.7   ,"332,706   ",5.1   
44,Rhode Island,2020,2,"894,759   ","575,356   ",64.3   ,"551,521   ",61.6   ,"23,835   ",4.1   
45,South Carolina,2020,2,"4,038,171   ","2,328,955   ",57.7   ,"2,256,412   ",55.9   ,"72,543   ",3.1   
46,South Dakota,2020,2,"673,197   ","459,777   ",68.3   ,"446,169   ",66.3   ,"13,608   ",3.0   
47,Tennessee,2020,2,"5,435,124   ","3,360,340   ",61.8   ,"3,239,542   ",59.6   ,"120,798   ",3.6   
48,Texas,2020,2,"21,998,554   ","14,069,276   ",64.0   ,"13,588,407   ",61.8   ,"480,869   ",3.4   
49,Utah,2020,2,"2,397,938   ","1,647,328   ",68.7   ,"1,600,326   ",66.7   ,"47,002   ",2.9   
50,Vermont,2020,2,"533,991   ","355,646   ",66.6   ,"346,205   ",64.8   ,"9,441   ",2.7   
51,Virginia,2020,2,"6,749,274   ","4,479,001   ",66.4   ,"4,364,643   ",64.7   ,"114,358   ",2.6   
53,Washington,2020,2,"6,082,503   ","4,005,960   ",65.9   ,"3,841,869   ",63.2   ,"164,091   ",4.1   
54,West Virginia,2020,2,"1,449,587   ","800,055   ",55.2   ,"753,689   ",52.0   ,"46,366   ",5.8   
55,Wisconsin,2020,2,"4,687,171   ","3,098,161   ",66.1   ,"2,995,596   ",63.9   ,"102,565   ",3.3   
56,Wyoming,2020,2,"449,083   ","296,660   ",66.1   ,"281,207   ",62.6   ,"15,453   ",5.2   
1,Alabama,2020,3,"3,953,349   ","2,257,086   ",57.1   ,"2,166,793   ",54.8   ,"90,293   ",4.0   
2,Alaska,2020,3,"544,428   ","349,734   ",64.2   ,"326,318   ",59.9   ,"23,416   ",6.7   
4,Arizona,2020,3,"5,618,816   ","3,494,129   ",62.2   ,"3,291,200   ",58.6   ,"202,929   ",5.8   
5,Arkansas,2020,3,"2,339,011   ","1,384,528   ",59.2   ,"1,309,286   ",56.0   ,"75,242   ",5.4   
6,California,2020,3,"31,101,801   ","19,330,245   ",62.2   ,"18,118,333   ",58.3   ,"1,211,912   ",6.3   
37,Los Angeles County,2020,3,"8,047,549   ","5,023,057   ",62.4   ,"4,687,460   ",58.2   ,"335,597   ",6.7   
8,Colorado,2020,3,"4,563,458   ","3,162,960   ",69.3   ,"2,991,433   ",65.6   ,"171,527   ",5.4   
9,Connecticut,2020,3,"2,915,783   ","1,939,276   ",66.5   ,"1,857,506   ",63.7   ,"81,770   ",4.2   
10,Delaware,2020,3,"790,277   ","486,022   ",61.5   ,"459,161   ",58.1   ,"26,861   ",5.5   
11,District of Columbia,2020,3,"564,189   ","403,689   ",71.6   ,"379,197   ",67.2   ,"24,492   ",6.1   
12,Florida,2020,3,"17,430,868   ","10,206,967   ",58.6   ,"9,735,463   ",55.9   ,"471,504   ",4.6   
